timestamp,symbol,prob_buy,prob_hold,prob_sell,override_triggered,final_prediction,override_count,actual_outcome,entry_price,exit_price,days_held,prob_asymmetry,max_directional,neutral_dominance
2026-01-13T23:00:12.507046,JPM,0.002559,0.997096,0.000345,True,hold,1,,313.75,,,0.002214,0.002559,0.994537
2026-01-13T23:00:12.690509,KO,0.000475,0.999236,0.000289,True,hold,1,,70.40499877929688,,,0.000186,0.000475,0.998761
2026-01-13T23:00:12.875129,LIN,0.001928,0.997956,0.000116,True,hold,1,,440.9549865722656,,,0.001811,0.001928,0.996029
2026-01-13T23:00:13.108839,MCD,0.000181,0.999720,0.000099,False,hold,0,,306.7099914550781,,,0.000082,0.000181,0.999538
2026-01-13T23:00:13.296284,META,0.004680,0.992550,0.002770,True,hold,2,,627.5700073242188,,,0.001910,0.004680,0.987871
2026-01-13T23:00:13.506157,MRK,0.001149,0.998439,0.000412,True,hold,1,,108.11499786376953,,,0.000737,0.001149,0.997291
2026-01-13T23:00:13.713558,MS,0.001175,0.997615,0.001210,False,hold,0,,183.4149932861328,,,0.000035,0.001210,0.996405
2026-01-13T23:00:13.923824,MSFT,0.000589,0.999297,0.000114,True,hold,2,,468.7550048828125,,,0.000475,0.000589,0.998709
2026-01-13T23:00:14.129118,NEE,0.000778,0.998432,0.000790,False,hold,0,,80.93499755859375,,,0.000013,0.000790,0.997642
2026-01-13T23:00:14.294574,NEM,0.000708,0.999009,0.000282,True,hold,1,,114.44499969482422,,,0.000426,0.000708,0.998301
2026-01-13T23:00:14.503571,PG,0.000758,0.998986,0.000256,True,hold,1,,143.75999450683594,,,0.000502,0.000758,0.998228
2026-01-13T23:00:14.730257,PLD,0.023062,0.958826,0.018112,True,hold,1,,127.72000122070312,,,0.004950,0.023062,0.935764
2026-01-13T23:00:14.939766,UNH,0.000149,0.999771,0.000080,True,hold,1,,336.2099914550781,,,0.000069,0.000149,0.999622
2026-01-13T23:00:15.170061,UPS,0.000791,0.998774,0.000435,True,hold,1,,107.01000213623047,,,0.000356,0.000791,0.997983
2026-01-13T23:00:15.407126,XOM,0.000265,0.999147,0.000587,True,hold,1,,125.9000015258789,,,0.000322,0.000587,0.998560
2026-01-14T13:31:40.732816,AAPL,0.000335,0.999547,0.000118,True,hold,1,,260.2088928222656,,,0.000217,0.000335,0.999211
2026-01-14T13:31:40.959387,ABBV,0.003237,0.995288,0.001475,False,hold,0,,219.01499938964844,,,0.001762,0.003237,0.992051
2026-01-14T13:31:41.166496,ADBE,0.549293,0.447906,0.002800,True,buy,4,,313.55999755859375,,,0.546493,0.549293,-0.101387
2026-01-14T13:31:41.384855,AMD,0.009682,0.987823,0.002495,False,hold,0,,220.9477996826172,,,0.007187,0.009682,0.978141
2026-01-14T13:31:41.599818,AMT,0.004289,0.992633,0.003078,True,hold,1,,170.27000427246094,,,0.001210,0.004289,0.988344
2026-01-14T13:31:41.803428,AMZN,0.000398,0.999435,0.000166,True,hold,1,,244.14999389648438,,,0.000232,0.000398,0.999037
2026-01-14T13:31:41.979421,BAC,0.003443,0.994848,0.001708,False,hold,0,,54.67499923706055,,,0.001735,0.003443,0.991405
2026-01-14T13:31:42.162841,BRK-B,0.000188,0.999719,0.000093,False,hold,0,,494.1510925292969,,,0.000096,0.000188,0.999530
2026-01-14T13:31:42.332363,CAT,0.000468,0.999426,0.000106,False,hold,0,,638.6300048828125,,,0.000362,0.000468,0.998958
2026-01-14T13:31:42.537769,COST,0.000219,0.997443,0.002337,False,hold,0,,937.4420776367188,,,0.002118,0.002337,0.995106
2026-01-14T13:31:42.788077,CVX,0.000192,0.999689,0.000119,False,hold,0,,164.97999572753906,,,0.000073,0.000192,0.999497
2026-01-14T13:31:42.966661,DE,0.000149,0.999709,0.000142,False,hold,0,,493.57501220703125,,,0.000007,0.000149,0.999560
2026-01-14T13:31:43.143506,DIS,0.005132,0.992398,0.002470,True,hold,1,,111.83350372314453,,,0.002662,0.005132,0.987266
2026-01-14T13:31:43.326809,DUK,0.001420,0.997726,0.000854,False,hold,0,,116.38999938964844,,,0.000566,0.001420,0.996306
2026-01-14T13:31:43.511135,GOOGL,0.000977,0.997937,0.001086,True,hold,1,,339.65869140625,,,0.000109,0.001086,0.996852
2026-01-14T13:31:43.707911,GS,0.000103,0.999815,0.000081,True,hold,1,,941.5900268554688,,,0.000022,0.000103,0.999712
2026-01-14T13:31:43.905150,HD,0.000118,0.999720,0.000163,True,hold,1,,375.30999755859375,,,0.000045,0.000163,0.999557
2026-01-14T13:31:44.080189,HON,0.000235,0.999611,0.000155,False,hold,0,,210.2624969482422,,,0.000080,0.000235,0.999376
2026-01-14T13:31:44.265307,JNJ,0.000875,0.998942,0.000183,True,hold,1,,213.22999572753906,,,0.000692,0.000875,0.998067
2026-01-14T13:31:44.442235,JPM,0.002559,0.997096,0.000345,True,hold,1,,313.75,,,0.002214,0.002559,0.994537
2026-01-14T13:31:44.623561,KO,0.000475,0.999236,0.000289,True,hold,1,,70.40499877929688,,,0.000186,0.000475,0.998761
2026-01-14T13:31:44.821197,LIN,0.001928,0.997956,0.000116,True,hold,1,,440.9549865722656,,,0.001811,0.001928,0.996029
2026-01-14T13:31:45.000456,MCD,0.000181,0.999720,0.000099,False,hold,0,,306.7099914550781,,,0.000082,0.000181,0.999538
2026-01-14T13:31:45.168875,META,0.004680,0.992550,0.002770,True,hold,2,,627.5700073242188,,,0.001910,0.004680,0.987871
2026-01-14T13:31:45.356318,MRK,0.001149,0.998439,0.000412,True,hold,1,,108.11499786376953,,,0.000737,0.001149,0.997291
2026-01-14T13:31:45.525104,MS,0.001175,0.997615,0.001210,False,hold,0,,183.4149932861328,,,0.000035,0.001210,0.996405
2026-01-14T13:31:45.715013,MSFT,0.000589,0.999297,0.000114,True,hold,2,,468.7550048828125,,,0.000475,0.000589,0.998709
2026-01-14T13:31:45.909170,NEE,0.000778,0.998432,0.000790,False,hold,0,,80.93499755859375,,,0.000013,0.000790,0.997642
2026-01-14T13:31:46.102247,NEM,0.000708,0.999009,0.000282,True,hold,1,,114.44499969482422,,,0.000426,0.000708,0.998301
2026-01-14T13:31:46.291203,PG,0.000758,0.998986,0.000256,True,hold,1,,143.75999450683594,,,0.000502,0.000758,0.998228
2026-01-14T13:31:46.485230,PLD,0.023062,0.958826,0.018112,True,hold,1,,127.72000122070312,,,0.004950,0.023062,0.935764
2026-01-14T13:31:46.704138,UNH,0.000149,0.999771,0.000080,True,hold,1,,336.2099914550781,,,0.000069,0.000149,0.999622
2026-01-14T13:31:46.913613,UPS,0.000791,0.998774,0.000435,True,hold,1,,107.01000213623047,,,0.000356,0.000791,0.997983
2026-01-14T13:31:47.106720,XOM,0.000265,0.999147,0.000587,True,hold,1,,125.9000015258789,,,0.000322,0.000587,0.998560
2026-01-14T14:30:58.651660,A,0.007198,0.991152,0.001649,True,hold,1,,146.4600067138672,,,0.005549,0.007198,0.983954
2026-01-14T14:30:58.817128,AAPL,0.001068,0.998701,0.000230,True,hold,1,,258.43280029296875,,,0.000838,0.001068,0.997633
2026-01-14T14:30:58.974151,ABBV,0.001639,0.997011,0.001350,False,hold,0,,221.10000610351562,,,0.000290,0.001639,0.995371
2026-01-14T14:30:59.156477,ABT,0.001465,0.995664,0.002871,False,hold,0,,124.46749877929688,,,0.001406,0.002871,0.992793
2026-01-14T14:30:59.367021,ADBE,0.989683,0.010113,0.000204,True,buy,6,,303.5799865722656,,,0.989479,0.989683,-0.979570
2026-01-14T14:30:59.546346,ADI,0.002044,0.997377,0.000579,True,hold,2,,294.989990234375,,,0.001464,0.002044,0.995333
2026-01-14T14:30:59.720505,ADSK,0.822525,0.172917,0.004558,True,buy,6,,260.5899963378906,,,0.817967,0.822525,-0.649608
2026-01-14T14:30:59.905367,AEP,0.000765,0.998889,0.000345,False,hold,0,,118.42430114746094,,,0.000420,0.000765,0.998124
2026-01-14T14:31:00.102439,AES,0.981889,0.017256,0.000855,True,buy,6,,14.125,,,0.981033,0.981889,-0.964633
2026-01-14T14:31:00.327054,AIG,0.016731,0.968207,0.015062,False,hold,0,,72.81500244140625,,,0.001669,0.016731,0.951476
2026-01-14T14:31:00.529033,AKAM,0.001084,0.998005,0.000911,True,hold,1,,90.26000213623047,,,0.000173,0.001084,0.996921
2026-01-14T14:31:00.719696,ALGN,0.899571,0.099037,0.001391,True,buy,6,,169.49000549316406,,,0.898180,0.899571,-0.800534
2026-01-14T14:31:00.905554,ALL,0.009792,0.987061,0.003147,True,hold,1,,194.77999877929688,,,0.006645,0.009792,0.977269
2026-01-14T14:31:01.103654,AMAT,0.002709,0.993138,0.004153,True,hold,1,,300.0400085449219,,,0.001444,0.004153,0.988984
2026-01-14T14:31:01.373231,AMD,0.003630,0.993403,0.002967,False,hold,0,,222.1300048828125,,,0.000664,0.003630,0.989773
2026-01-14T14:31:01.603361,AMGN,0.000076,0.999838,0.000086,True,hold,1,,327.4800109863281,,,0.000010,0.000086,0.999752
2026-01-14T14:31:01.815306,AMT,0.002871,0.995819,0.001310,True,hold,1,,177.88999938964844,,,0.001561,0.002871,0.992948
2026-01-14T14:31:02.034128,AMZN,0.005291,0.993948,0.000761,True,hold,3,,236.91000366210938,,,0.004529,0.005291,0.988658
2026-01-14T14:31:02.244915,ANET,0.851219,0.144781,0.004001,True,buy,6,,124.29000091552734,,,0.847218,0.851219,-0.706438
2026-01-14T14:31:02.436080,APD,0.000734,0.998851,0.000415,False,hold,0,,267.5,,,0.000319,0.000734,0.998117
2026-01-14T14:31:02.628316,APTV,0.013186,0.954934,0.031880,True,hold,1,,83.95999908447266,,,0.018694,0.031880,0.923055
2026-01-14T14:31:02.810891,AVY,0.000338,0.999439,0.000223,True,hold,1,,188.38999938964844,,,0.000115,0.000338,0.999101
2026-01-14T14:31:02.998260,AXP,0.001667,0.997848,0.000485,True,hold,1,,356.2300109863281,,,0.001182,0.001667,0.996181
2026-01-14T14:31:03.200207,BAC,0.001877,0.996248,0.001875,False,hold,0,,52.559898376464844,,,0.000003,0.001877,0.994371
